x, y
0.005000114250178793, 52.70217329378087
0.2350000291824329, 52.54437876945852
0.49999998092651426, 52.38659026438182
0.8100000072479243, 52.07100723498277
1.1250001478195133, 51.75542420558372
1.4649999059677157, 51.59763570050702
1.7599999710083014, 50.80868113663221
2.0849999586105357, 50.019726572757406
2.430000021743773, 48.284022920685445
2.7899998554229786, 45.759370723984325
3.1399998420715383, 42.13018093400935
3.389999832534796, 37.86982508523627
3.550000055313108, 33.76726376078554
3.704999973106385, 29.822490941411516
3.859999890899662, 24.930969033840345
3.9949997331619365, 19.723858077624495
4.115000186347953, 14.201176130500839
4.2099998775482215, 8.994089251267544
4.2949997217178435, 3.944772819374011
4.33499987277985, 0.15780054356797765
