x, y
0.010000037765501343, 35.50296139361186
0.18500003108978136, 35.029589859136095
0.39500006122588865, 35.18737836421281
0.6150001291274974, 35.18737836421281
0.8600000053405759, 34.75345470841193
1.0399999221801786, 34.75345470841193
1.3099999881744386, 34.75345470841193
1.559999978637696, 34.122288649613836
1.7599999710083014, 33.806711639460424
1.950000116348262, 33.33333408573903
2.1950001832961963, 32.38659101678752
2.4200001747131274, 31.91321948231176
2.6200001670837336, 30.966470394114623
2.830000006484984, 29.70414429576406
3.054999997901916, 27.495075128461988
3.2450001432418767, 25.443788446990975
3.445000135612483, 22.761341725967515
3.6399998229980532, 19.605523470468295
3.784999893760685, 16.291916709892362
3.950000040054319, 12.347143890518339
4.084999882316592, 8.086794060990906
4.184999878501896, 4.299809746693584
4.280000332641587, 0.35503692731956166
