x, y
0, 17.584155998607677
0.1400001472473088, 17.584155998607677
0.3300001018524131, 17.425742574257423
0.5650001310348459, 17.425742574257423
0.7800000846862758, 17.425742574257423
1.030000075149533, 17.267323106822403
1.225000144004816, 17.10889759630261
1.4200002128600988, 16.633663366336638
1.6300000522613503, 16.633663366336638
1.8399998916626015, 16.475243898901603
2.014999884986881, 15.99999758276609
2.2050000303268416, 15.683164690980817
2.4050000226974477, 15.207918374845304
2.6099999385833765, 14.574258634359538
2.745000162315362, 13.940580764619419
2.900000080108639, 13.623759959003719
3.045000150871271, 12.673267326732681
3.1899998401641905, 12.198021010597166
3.334999910926822, 11.089108910891095
3.4849999052047753, 9.663363919399751
3.620000128936762, 8.55445786277846
3.739999819183356, 7.128712871287139
3.8700001194000193, 5.544554455445553
3.9949997331619365, 3.9603960396039684
4.105000339317308, 2.0593986888923177
4.219999724578867, 0.15841342435024044
