x, y
0.015000152015680137, 70.2169622041033
0.24999999046325713, 69.90138218432706
0.4800000961303673, 69.58579313568238
0.8300000827789273, 69.58579313568238
1.1800000694274875, 69.27021612552896
1.4750001344680734, 68.95463610575271
1.820000197601311, 68.00788400793276
2.150000108718867, 66.90335243390453
2.505000018882751, 64.85206575243353
2.8349999300003073, 61.38067349640372
3.050000074386593, 59.171598309856016
3.2849999128341705, 54.59565943168389
3.5099999042511008, 49.388560513959305
3.675000050544736, 44.023673091158
3.8149998163223326, 38.97436267851012
3.9649998106002875, 31.558188574237825
4.094999729347239, 24.14201446996553
4.180000336456285, 18.14594894987488
4.259999875640874, 12.623267002751238
4.340000177764885, 5.996059500845022
4.405000327873217, 0.6311660587981
